日期,A厂,B厂
2018/12/30,230877.0,161076.0
2018/12/31,224987.0,155418.0
2019/01/01,238764.0,161445.0
2019/01/02,205616.0,214365.0
2019/01/03,186809.0,242247.0
2019/01/04,173714.0,237938.0
2019/01/05,149653.0,233926.0
2019/01/06,162739.0,237553.0
2019/01/07,158654.0,231221.0
2019/01/08,153484.0,235408.0
2019/01/09,161160.0,234763.0
2019/01/10,161163.0,234807.0
2019/01/11,193312.0,241504.0
2019/01/12,197961.0,237764.0
2019/01/13,198062.0,232983.0
2019/01/14,195768.0,234566.0
2019/01/15,185108.0,231901.0
2019/01/16,184521.0,233731.0
2019/01/17,186081.0,236024.0
2019/01/18,203013.0,233601.0
2019/01/19,223011.0,233961.0
2019/01/20,227652.0,232376.0
2019/01/21,160536.0,226035.0
2019/01/22,128875.0,223133.0
2019/01/23,130397.0,225126.0
2019/01/24,125944.0,222665.0
2019/01/25,131229.0,217064.0
2019/01/26,115940.0,204986.0
2019/01/27,102598.0,197851.0
2019/01/28,134039.0,190714.0
2019/01/29,159102.0,177766.0
2019/01/30,178245.0,142742.0
2019/01/31,192091.0,109558.0
2019/02/01,172349.0,96594.0
2019/02/02,170651.0,90870.0
2019/02/03,157042.0,86718.0
2019/02/04,150144.0,86372.0
2019/02/05,128662.0,74082.0
2019/02/06,130886.0,77124.0
2019/02/07,138694.0,77873.0
2019/02/08,143934.0,82507.0
2019/02/09,158028.0,85644.0
2019/02/10,177914.0,94827.0
2019/02/11,205825.0,112914.0
2019/02/12,233054.0,130866.0
2019/02/13,236725.0,138724.0
2019/02/14,240606.0,146261.0
2019/02/15,252616.0,147556.0
2019/02/16,257834.0,152746.0
2019/02/17,255303.0,150434.0
2019/02/18,249325.0,147144.0
2019/02/19,255000.0,156682.0
2019/02/20,271057.0,163871.0
2019/02/21,273559.0,160690.0
2019/02/22,255776.0,157411.0
2019/02/23,253388.0,150043.0
2019/02/24,259992.0,154182.0
2019/02/25,263388.0,160201.0
2019/02/26,272328.0,164331.0
2019/02/27,288244.0,172130.0
2019/02/28,287763.0,175266.0
2019/03/01,271769.0,187180.0
2019/03/02,264158.0,190566.0
2019/03/03,261876.0,185983.0
2019/03/04,229748.0,217672.0
2019/03/05,219778.0,234582.0
2019/03/06,209343.0,227430.0
2019/03/07,201134.0,221418.0
2019/03/08,206765.0,229884.0
2019/03/09,202574.0,223246.0
2019/03/10,202580.0,225481.0
2019/03/11,220446.0,240514.0
2019/03/12,238630.0,240180.0
2019/03/13,225680.0,240985.0
2019/03/14,220066.0,233216.0
2019/03/15,210763.0,230086.0
2019/03/16,227277.0,234600.0
2019/03/17,234966.0,235139.0
2019/03/18,225088.0,239190.0
2019/03/19,236216.0,246146.0
2019/03/20,239030.0,243336.0
2019/03/21,213994.0,244301.0
2019/03/22,128489.0,231353.0
2019/03/23,128275.0,221097.0
2019/03/24,141892.0,222265.0
2019/03/25,158690.0,221756.0
2019/03/26,177566.0,223997.0
2019/03/27,176851.0,231989.0
2019/03/28,175148.0,239744.0
2019/03/29,127626.0,233038.0
2019/03/30,172871.0,231545.0
2019/03/31,159505.0,231717.0
2019/04/01,170310.0,228554.0
2019/04/02,206405.0,233571.0
2019/04/03,217710.0,234005.0
2019/04/04,207298.0,221970.0
2019/04/05,200269.0,213895.0
2019/04/06,207840.0,225088.0
2019/04/07,224538.0,230864.0
2019/04/08,268412.0,214292.0
2019/04/09,284312.0,206133.0
2019/04/10,288096.0,207177.0
2019/04/11,280394.0,203191.0
2019/04/12,257489.0,178875.0
2019/04/13,260932.0,189162.0
2019/04/14,263769.0,186820.0
2019/04/15,269895.0,190691.0
2019/04/16,262406.0,189773.0
2019/04/17,280067.0,197845.0
2019/04/18,268679.0,191167.0
2019/04/19,254848.0,184004.0
2019/04/20,264156.0,184945.0
2019/04/21,253039.0,224239.0
2019/04/22,257721.0,248478.0
2019/04/23,247737.0,251840.0
2019/04/24,250950.0,253245.0
2019/04/25,236854.0,255287.0
2019/04/26,242360.0,248985.0
2019/04/27,228214.0,240533.0
2019/04/28,230093.0,240841.0
2019/04/29,242777.0,243425.0
2019/04/30,216904.0,232831.0
2019/05/01,189112.0,214481.0
2019/05/02,179128.0,214482.0
2019/05/03,189805.0,226288.0
2019/05/04,201165.0,227557.0
2019/05/05,219430.0,208166.0
2019/05/06,246001.0,186334.0
2019/05/07,250478.0,185220.0
2019/05/08,244385.0,186375.0
2019/05/09,263694.0,186838.0
2019/05/10,262697.0,204005.0
2019/05/11,269381.0,201931.0
2019/05/12,274537.0,202360.0
2019/05/13,271602.0,204579.0
2019/05/14,251502.0,209652.0
2019/05/15,233528.0,210131.0
2019/05/16,234020.0,212632.0
2019/05/17,228004.0,211503.0
2019/05/18,236396.0,209562.0
2019/05/19,246629.0,216336.0
2019/05/20,231785.0,207146.0
2019/05/21,211363.0,197664.0
2019/05/22,228196.0,202282.0
2019/05/23,214543.0,198863.0
2019/05/24,213588.0,203076.0
2019/05/25,221865.0,204399.0
2019/05/26,221077.0,198732.0
2019/05/27,249273.0,203568.0
2019/05/28,271119.0,202343.0
2019/05/29,275236.0,210008.0
2019/05/30,267899.0,200016.0
2019/05/31,272997.0,192215.0
2019/06/01,271753.0,192509.0
2019/06/02,270992.0,196254.0
2019/06/03,277353.0,198604.0
2019/06/04,251823.0,230576.0
2019/06/05,242695.0,252776.0
2019/06/06,232260.0,245771.0
2019/06/07,213972.0,233918.0
2019/06/08,220823.0,238829.0
2019/06/09,229060.0,246234.0
2019/06/10,238648.0,246761.0
2019/06/11,221232.0,239939.0
2019/06/12,228066.0,244898.0
2019/06/13,242145.0,223827.0
2019/06/14,255308.0,229703.0
2019/06/15,254059.0,227272.0
2019/06/16,256081.0,229138.0
2019/06/17,258217.0,230844.0
2019/06/18,256927.0,230188.0
2019/06/19,282322.0,237520.0
2019/06/20,277350.0,238200.0
2019/06/21,263200.0,243184.0
2019/06/22,263303.0,243002.0
2019/06/23,263915.0,243041.0
2019/06/24,245471.0,235543.0
2019/06/25,245770.0,237855.0
2019/06/26,254124.0,240283.0
2019/06/27,279648.0,244575.0
2019/06/28,262136.0,247752.0
2019/06/29,263109.0,242863.0
2019/06/30,261547.0,239268.0
2019/07/01,272630.0,237165.0
2019/07/02,276229.0,249051.0
2019/07/03,253840.0,244174.0
2019/07/04,258503.0,242968.0
2019/07/05,266027.0,245635.0
2019/07/06,266160.0,247016.0
2019/07/07,266622.0,243567.0
2019/07/08,268040.0,251167.0
2019/07/09,266306.0,245918.0
2019/07/10,259968.0,239640.0
2019/07/11,275647.0,244476.0
2019/07/12,264537.0,246258.0
2019/07/13,268828.0,244475.0
2019/07/14,270269.0,246737.0
2019/07/15,274244.0,249325.0
2019/07/16,265807.0,216662.0
2019/07/17,263649.0,234263.0
2019/07/18,252153.0,265145.0
2019/07/19,210919.0,255756.0
2019/07/20,200215.0,248877.0
2019/07/21,208934.0,248891.0
2019/07/22,217048.0,230120.0
2019/07/23,224212.0,233052.0
2019/07/24,227400.0,234924.0
2019/07/25,228424.0,235076.0
2019/07/26,241956.0,226206.0
2019/07/27,228295.0,236643.0
2019/07/28,219098.0,228036.0
2019/07/29,221243.0,240759.0
2019/07/30,216728.0,235951.0
2019/07/31,215130.0,205888.0
2019/08/01,257066.0,200847.0
2019/08/02,280990.0,206422.0
2019/08/03,277814.0,212810.0
2019/08/04,285929.0,226232.0
2019/08/05,247469.0,228360.0
2019/08/06,235724.0,217345.0
2019/08/07,235335.0,223466.0
2019/08/08,240831.0,224944.0
2019/08/09,241962.0,225683.0
2019/08/10,245141.0,227149.0
2019/08/11,247645.0,227108.0
2019/08/12,248305.0,227851.0
2019/08/13,248937.0,231714.0
2019/08/14,241419.0,212318.0
2019/08/15,219096.0,206728.0
2019/08/16,219863.0,199300.0
2019/08/17,217175.0,195723.0
2019/08/18,211766.0,187979.0
2019/08/19,220856.0,198321.0
2019/08/20,215631.0,198238.0
2019/08/21,218657.0,202248.0
2019/08/22,221154.0,203019.0
2019/08/23,215929.0,203583.0
2019/08/24,228689.0,201700.0
2019/08/25,204748.0,187145.0
2019/08/26,231942.0,193001.0
2019/08/27,262978.0,201054.0
2019/08/28,269931.0,205953.0
2019/08/29,245731.0,203272.0
2019/08/30,240567.0,198088.0
2019/08/31,241158.0,196146.0
2019/09/01,247067.0,190112.0
2019/09/02,230722.0,191680.0
2019/09/03,242261.0,192203.0
2019/09/04,236566.0,192889.0
2019/09/05,244449.0,198969.0
2019/09/06,241013.0,196761.0
2019/09/07,255732.0,202812.0
2019/09/08,261460.0,199197.0
2019/09/09,249742.0,201872.0
2019/09/10,246392.0,202674.0
2019/09/11,241705.0,200819.0
2019/09/12,245317.0,200045.0
2019/09/13,220411.0,180481.0
2019/09/14,215692.0,182340.0
2019/09/15,247800.0,195839.0
2019/09/16,232755.0,197378.0
2019/09/17,246705.0,198251.0
2019/09/18,251402.0,206766.0
2019/09/19,257056.0,203357.0
2019/09/20,256584.0,195261.0
2019/09/21,255569.0,191971.0
2019/09/22,259366.0,202769.0
2019/09/23,263728.0,198496.0
2019/09/24,261237.0,209489.0
2019/09/25,242439.0,202317.0
2019/09/26,240950.0,199852.0
2019/09/27,226851.0,252079.0
2019/09/28,229245.0,261918.0
2019/09/29,237800.0,256869.0
2019/09/30,239128.0,241705.0
2019/10/01,213238.0,220149.0
2019/10/02,207737.0,224675.0
2019/10/03,210085.0,231629.0
2019/10/04,214198.0,241877.0
2019/10/05,227467.0,250184.0
2019/10/06,231497.0,243355.0
2019/10/07,246536.0,256266.0
2019/10/08,247899.0,264167.0
2019/10/09,252809.0,262598.0
2019/10/10,253771.0,265382.0
2019/10/11,256266.0,264074.0
2019/10/12,248157.0,259858.0
2019/10/13,246748.0,251713.0
2019/10/14,250258.0,258968.0
2019/10/15,265330.0,261367.0
2019/10/16,272070.0,263089.0
2019/10/17,279566.0,261476.0
2019/10/18,253823.0,260764.0
2019/10/19,253251.0,259718.0
2019/10/20,255669.0,262195.0
2019/10/21,248569.0,267805.0
2019/10/22,246620.0,264635.0
2019/10/23,250228.0,267770.0
2019/10/24,251657.0,264874.0
2019/10/25,250074.0,264181.0
2019/10/26,264754.0,264295.0
2019/10/27,287567.0,260133.0
2019/10/28,272120.0,260925.0
2019/10/29,278252.0,264656.0
2019/10/30,274548.0,264592.0
2019/10/31,267325.0,263135.0
2019/11/01,275337.0,263234.0
2019/11/02,271830.0,260836.0
2019/11/03,277516.0,260483.0
2019/11/04,268956.0,274018.0
2019/11/05,265905.0,289316.0
2019/11/06,268987.0,268000.0
2019/11/07,249452.0,256191.0
2019/11/08,245919.0,190353.0
2019/11/09,241286.0,181845.0
2019/11/10,250103.0,185935.0
2019/11/11,240593.0,186884.0
2019/11/12,244095.0,187371.0
2019/11/13,252831.0,186922.0
2019/11/14,210281.0,188516.0
2019/11/15,205261.0,183255.0
2019/11/16,203791.0,182898.0
2019/11/17,214768.0,186722.0
2019/11/18,231812.0,191526.0
2019/11/19,197496.0,191126.0
2019/11/20,193595.0,192367.0
2019/11/21,203759.0,196873.0
2019/11/22,196149.0,189073.0
2019/11/23,214306.0,192295.0
2019/11/24,213135.0,195276.0
2019/11/25,204396.0,196054.0
2019/11/26,208053.0,191701.0
2019/11/27,201892.0,193306.0
2019/11/28,196274.0,194380.0
2019/11/29,209256.0,258345.0
2019/11/30,231100.0,258316.0
2019/12/01,236230.0,255448.0
2019/12/02,244136.0,254154.0
2019/12/03,246976.0,257596.0
2019/12/04,251043.0,256402.0
2019/12/05,201209.0,218698.0
2019/12/06,198516.0,190219.0
2019/12/07,203643.0,190776.0
2019/12/08,209947.0,189736.0
2019/12/09,204750.0,195301.0
2019/12/10,200127.0,193324.0
2019/12/11,244794.0,194391.0
2019/12/12,238883.0,192116.0
2019/12/13,244546.0,191478.0
2019/12/14,252786.0,189207.0
2019/12/15,247722.0,191498.0
2019/12/16,240091.0,200748.0
2019/12/17,251525.0,197707.0
2019/12/18,244572.0,196135.0
2019/12/19,221832.0,184194.0
2019/12/20,228673.0,186570.0
2019/12/21,231711.0,185513.0
2019/12/22,249343.0,189464.0
2019/12/23,237238.0,191075.0
2019/12/24,242690.0,193179.0
2019/12/25,264010.0,190635.0
2019/12/26,259944.0,190210.0
2019/12/27,244216.0,185954.0
2019/12/28,249444.0,186747.0
2019/12/29,245358.0,177969.0
2019/12/30,252214.0,182149.0
2019/12/31,211444.0,172407.0
2020/01/01,201576.0,167190.0
2020/01/02,217964.0,180202.0
2020/01/03,213737.0,184779.0
2020/01/04,210564.0,183290.0
2020/01/05,224609.0,187216.0
2020/01/06,237299.0,187902.0
2020/01/07,224347.0,187848.0
2020/01/08,223753.0,186096.0
2020/01/09,212422.0,183265.0
2020/01/10,220567.0,182023.0
2020/01/11,204930.0,179548.0
2020/01/12,201727.0,175075.0
2020/01/13,180645.0,231284.0
2020/01/14,152609.0,237293.0
2020/01/15,139963.0,229400.0
2020/01/16,131639.0,225010.0
2020/01/17,157099.0,210103.0
2020/01/18,178857.0,190356.0
2020/01/19,174081.0,151723.0
2020/01/20,190038.0,118038.0
2020/01/21,183032.0,108759.0
2020/01/22,170199.0,102422.0
2020/01/23,159436.0,103113.0
2020/01/24,148471.0,98014.0
2020/01/25,128428.0,80671.0
2020/01/26,122780.0,85298.0
2020/01/27,132324.0,86974.0
2020/01/28,139883.0,89295.0
2020/01/29,145048.0,92366.0
2020/01/30,153453.0,94406.0
2020/01/31,157349.0,95929.0
2020/02/01,154642.0,98202.0
2020/02/02,154944.0,96289.0
2020/02/03,160108.0,95805.0
2020/02/04,153720.0,93886.0
2020/02/05,157328.0,94126.0
2020/02/06,159838.0,96653.0
2020/02/07,161980.0,99378.0
2020/02/08,164436.0,98197.0
2020/02/09,170080.0,100593.0
2020/02/10,164636.0,102652.0
2020/02/11,166183.0,99783.0
2020/02/12,173657.0,104438.0
2020/02/13,166927.0,99509.0
2020/02/14,171503.0,103715.0
2020/02/15,171728.0,103084.0
2020/02/16,171644.0,101395.0
2020/02/17,186831.0,109369.0
2020/02/18,188179.0,111543.0
2020/02/19,192702.0,115325.0
2020/02/20,192074.0,115354.0
2020/02/21,202960.0,118851.0
2020/02/22,200573.0,122803.0
2020/02/23,213203.0,123260.0
2020/02/24,220580.0,128503.0
2020/02/25,216751.0,129732.0
2020/02/26,215812.0,142281.0
2020/02/27,210423.0,147420.0
2020/02/28,219899.0,134260.0
2020/02/29,227682.0,137614.0
2020/03/01,234840.0,139487.0
2020/03/02,229342.0,135881.0
2020/03/03,234137.0,138651.0
2020/03/04,224050.0,132843.0
2020/03/05,228802.0,138058.0
2020/03/06,235111.0,139755.0
2020/03/07,241850.0,143330.0
2020/03/08,248776.0,146372.0
2020/03/09,246771.0,149681.0
2020/03/10,248404.0,149231.0
2020/03/11,240302.0,148688.0
2020/03/12,249764.0,149171.0
2020/03/13,261906.0,152313.0
2020/03/14,248398.0,152152.0
2020/03/15,263113.0,152955.0
2020/03/16,255359.0,154615.0
2020/03/17,256546.0,152555.0
2020/03/18,258546.0,149817.0
2020/03/19,247545.0,148205.0
2020/03/20,247512.0,151537.0
2020/03/21,262857.0,157380.0
2020/03/22,281706.0,166823.0
2020/03/23,281554.0,170320.0
2020/03/24,271529.0,162794.0
2020/03/25,276805.0,166187.0
2020/03/26,268233.0,167196.0
2020/03/27,270638.0,166836.0
2020/03/28,260754.0,157106.0
2020/03/29,272566.0,158166.0
2020/03/30,256827.0,157502.0
2020/03/31,261483.0,165257.0
2020/04/01,263254.0,156847.0
