date
2018-05-20 00:00:00
2018-05-26 00:00:00
2018-05-27 00:00:00
2018-06-02 00:00:00
2018-06-03 00:00:00
2018-06-09 00:00:00
2018-06-10 00:00:00
2018-06-16 00:00:00
2018-06-17 00:00:00
2018-06-23 00:00:00
2018-06-24 00:00:00
2018-06-30 00:00:00
2018-07-01 00:00:00
2018-07-07 00:00:00
2018-07-08 00:00:00
2018-07-14 00:00:00
2018-07-15 00:00:00
2018-07-21 00:00:00
2018-07-22 00:00:00
2018-07-28 00:00:00
2018-07-29 00:00:00
2018-08-04 00:00:00
2018-08-05 00:00:00
2018-08-11 00:00:00
2018-08-12 00:00:00
2018-08-18 00:00:00
2018-08-19 00:00:00
2018-08-25 00:00:00
2018-08-26 00:00:00
2018-09-01 00:00:00
2018-09-02 00:00:00
2018-09-08 00:00:00
2018-09-09 00:00:00
2018-09-15 00:00:00
2018-09-16 00:00:00
2018-09-22 00:00:00
2018-09-23 00:00:00
2018-09-29 00:00:00
2018-09-30 00:00:00
2018-10-06 00:00:00
2018-10-07 00:00:00
2018-10-13 00:00:00
2018-10-14 00:00:00
2018-10-20 00:00:00
2018-10-21 00:00:00
2018-10-27 00:00:00
2018-10-28 00:00:00
2018-11-03 00:00:00
2018-11-04 00:00:00
2018-11-10 00:00:00
2018-11-11 00:00:00
2018-11-17 00:00:00
2018-11-18 00:00:00
2018-11-24 00:00:00
2018-11-25 00:00:00
2018-12-01 00:00:00
2018-12-02 00:00:00
2018-12-08 00:00:00
2018-12-09 00:00:00
2018-12-15 00:00:00
2018-12-16 00:00:00
2018-12-22 00:00:00
2018-12-23 00:00:00
2018-12-29 00:00:00
2018-12-30 00:00:00
2019-01-05 00:00:00
2019-01-06 00:00:00
2019-01-12 00:00:00
2019-01-13 00:00:00
2019-01-19 00:00:00
2019-01-20 00:00:00
2019-01-26 00:00:00
2019-01-27 00:00:00
2019-02-02 00:00:00
2019-02-03 00:00:00
2019-02-09 00:00:00
2019-02-10 00:00:00
2019-02-16 00:00:00
2019-02-17 00:00:00
2019-02-23 00:00:00
2019-02-24 00:00:00
2019-03-02 00:00:00
2019-03-03 00:00:00
2019-03-09 00:00:00
2019-03-10 00:00:00
2019-03-16 00:00:00
2019-03-17 00:00:00
2019-03-23 00:00:00
2019-03-24 00:00:00
2019-03-30 00:00:00
2019-03-31 00:00:00
2019-04-06 00:00:00
2019-04-07 00:00:00
2019-04-13 00:00:00
2019-04-14 00:00:00
2019-04-20 00:00:00
2019-04-21 00:00:00
2019-04-27 00:00:00
2019-04-28 00:00:00
2019-05-04 00:00:00
2019-05-05 00:00:00
2019-05-11 00:00:00
2019-05-12 00:00:00
2019-05-18 00:00:00
2019-05-19 00:00:00
2019-05-25 00:00:00
2019-05-26 00:00:00
2019-06-01 00:00:00
2019-06-02 00:00:00
2019-06-08 00:00:00
2019-06-09 00:00:00
2019-06-15 00:00:00
2019-06-16 00:00:00
2019-06-22 00:00:00
2019-06-23 00:00:00
2019-06-29 00:00:00
2019-06-30 00:00:00
2019-07-06 00:00:00
2019-07-07 00:00:00
2019-07-13 00:00:00
2019-07-14 00:00:00
2019-07-20 00:00:00
2019-07-21 00:00:00
2019-07-27 00:00:00
2019-07-28 00:00:00
2019-08-03 00:00:00
2019-08-04 00:00:00
2019-08-10 00:00:00
2019-08-11 00:00:00
2019-08-17 00:00:00
2019-08-18 00:00:00
2019-08-24 00:00:00
2019-08-25 00:00:00
2019-08-31 00:00:00
2019-09-01 00:00:00
2019-09-07 00:00:00
2019-09-08 00:00:00
2019-09-14 00:00:00
2019-09-15 00:00:00
2019-09-21 00:00:00
2019-09-22 00:00:00
2019-09-28 00:00:00
2019-09-29 00:00:00
2019-10-05 00:00:00
2019-10-06 00:00:00
2019-10-12 00:00:00
2019-10-13 00:00:00
2019-10-19 00:00:00
2019-10-20 00:00:00
2019-10-26 00:00:00
2019-10-27 00:00:00
2019-11-02 00:00:00
2019-11-03 00:00:00
2019-11-09 00:00:00
2019-11-10 00:00:00
2019-11-16 00:00:00
2019-11-17 00:00:00
2019-11-23 00:00:00
2019-11-24 00:00:00
2019-11-30 00:00:00
2019-12-01 00:00:00
2019-12-07 00:00:00
2019-12-08 00:00:00
2019-12-14 00:00:00
2019-12-15 00:00:00
2019-12-21 00:00:00
2019-12-22 00:00:00
2019-12-28 00:00:00
2019-12-29 00:00:00
2020-01-04 00:00:00
2020-01-05 00:00:00
2020-01-11 00:00:00
2020-01-12 00:00:00
2020-01-18 00:00:00
2020-01-19 00:00:00
2020-02-01 00:00:00
2020-02-02 00:00:00
2020-02-08 00:00:00
2020-02-09 00:00:00
2020-02-15 00:00:00
2020-02-16 00:00:00
2020-02-22 00:00:00
2020-02-23 00:00:00
2020-02-29 00:00:00
2020-03-01 00:00:00
2020-03-07 00:00:00
2020-03-08 00:00:00
2020-03-14 00:00:00
2020-03-15 00:00:00
2020-03-21 00:00:00
2020-03-22 00:00:00
2020-03-28 00:00:00
2020-03-29 00:00:00
2020-04-05 00:00:00
2020-04-11 00:00:00
2020-04-12 00:00:00
2020-04-18 00:00:00
2020-04-19 00:00:00
2020-04-25 00:00:00
2020-04-26 00:00:00
2020-05-02 00:00:00
2020-05-03 00:00:00
2020-05-09 00:00:00
2020-05-10 00:00:00
2020-05-16 00:00:00
2020-05-17 00:00:00
2020-05-23 00:00:00
2020-05-24 00:00:00
2020-05-30 00:00:00
2020-05-31 00:00:00
2020-06-06 00:00:00
2020-06-07 00:00:00
2020-06-13 00:00:00
2020-06-14 00:00:00
2020-06-20 00:00:00
2020-06-21 00:00:00
2020-06-27 00:00:00
2020-06-28 00:00:00
2020-07-04 00:00:00
2020-07-05 00:00:00
2020-07-11 00:00:00
2020-07-12 00:00:00
2020-07-18 00:00:00
2020-07-19 00:00:00
2020-07-25 00:00:00
2020-07-26 00:00:00
2020-08-01 00:00:00
2020-08-02 00:00:00
2020-08-08 00:00:00
2020-08-09 00:00:00
2020-08-15 00:00:00
2020-08-16 00:00:00
2020-08-22 00:00:00
2020-08-23 00:00:00
2020-08-29 00:00:00
2020-08-30 00:00:00
2020-09-05 00:00:00
2020-09-06 00:00:00
2020-09-12 00:00:00
2020-09-13 00:00:00
2020-09-19 00:00:00
2020-09-20 00:00:00
2020-09-26 00:00:00
2020-09-27 00:00:00
2020-10-10 00:00:00
2020-10-11 00:00:00
2020-10-17 00:00:00
2020-10-18 00:00:00
2020-10-24 00:00:00
2020-10-25 00:00:00
2020-10-31 00:00:00
2020-11-01 00:00:00
2020-11-07 00:00:00
2020-11-08 00:00:00
2020-11-14 00:00:00
2020-11-15 00:00:00
2020-11-21 00:00:00
2020-11-22 00:00:00
2020-11-28 00:00:00
2020-11-29 00:00:00
2020-12-05 00:00:00
2020-12-06 00:00:00
2020-12-12 00:00:00
2020-12-13 00:00:00
2020-12-19 00:00:00
2020-12-20 00:00:00
2020-12-26 00:00:00
2020-12-27 00:00:00
2021-01-02 00:00:00
2021-01-03 00:00:00
2021-01-09 00:00:00
2021-01-10 00:00:00
2021-01-16 00:00:00
2021-01-17 00:00:00
2021-01-23 00:00:00
2021-01-24 00:00:00
2021-01-30 00:00:00
2021-01-31 00:00:00
2021-02-06 00:00:00
2021-02-07 00:00:00
2021-02-20 00:00:00
2021-02-21 00:00:00
2021-02-27 00:00:00
2021-02-28 00:00:00
2021-03-06 00:00:00
2021-03-07 00:00:00
2021-03-13 00:00:00
2021-03-14 00:00:00
2021-03-20 00:00:00
2021-03-21 00:00:00
2021-03-27 00:00:00
2021-03-28 00:00:00
1
